Year,Organism,Position,Abund,n_transect,Avg_abund_per_transect,Total_abund,Rel_abund_by_side
1982,Ectocarpus,exposed,0,9,0,7438,0
1982,Ectocarpus,sheltered,15,7,2.142857142857143,5345.25,0.002806229830223095
1982,Elachista fucicola,exposed,0,9,0,7438,0
1982,Elachista fucicola,sheltered,0,7,0,5345.25,0
1982,Electra pilosa,exposed,0,9,0,7438,0
1982,Electra pilosa,sheltered,0,7,0,5345.25,0
1982,Erythrotrichia carnea,exposed,0,9,0,7438,0
1982,Erythrotrichia carnea,sheltered,0,7,0,5345.25,0
1982,Euthora cristata,exposed,0,9,0,7438,0
1982,Euthora cristata,sheltered,0,7,0,5345.25,0
1982,Fucus (canopy),exposed,75,9,8.333333333333334,7438,0.010083355740790535
1982,Fucus (canopy),sheltered,10,7,1.4285714285714286,5345.25,0.0018708198868153969
1982,Fucus (primary),exposed,40,9,4.444444444444445,7438,0.005377789728421619
1982,Fucus (primary),sheltered,5,7,0.7142857142857143,5345.25,9.354099434076984e-4
1982,Fucus distichus (canopy),exposed,40,9,4.444444444444445,7438,0.005377789728421619
1982,Fucus distichus (canopy),sheltered,50,7,7.142857142857143,5345.25,0.009354099434076984
1982,Fucus spiralis (canopy),exposed,140,9,15.555555555555555,7438,0.018822264049475665
1982,Fucus spiralis (canopy),sheltered,0,7,0,5345.25,0
1982,Fucus vesiculosus (canopy),exposed,225,9,25,7438,0.030250067222371606
1982,Fucus vesiculosus (canopy),sheltered,27,7,3.857142857142857,5345.25,0.0050512136944015715
1982,Halichondria,exposed,0,9,0,7438,0
1982,Halichondria,sheltered,0,7,0,5345.25,0
1982,Hiatella arctica,exposed,0,9,0,7438,0
1982,Hiatella arctica,sheltered,0,7,0,5345.25,0
1982,Hildenbrandia rubra,exposed,684.4,9,76.04444444444444,7438,0.0920139822532939
1982,Hildenbrandia rubra,sheltered,1023.5,7,146.21428571428572,5345.25,0.19147841541555588
1982,Hippothoa hyalina,exposed,0,9,0,7438,0
1982,Hippothoa hyalina,sheltered,0,7,0,5345.25,0
1982,Leathesia marina,exposed,0,9,0,7438,0
1982,Leathesia marina,sheltered,0,7,0,5345.25,0
1982,Little round green things,exposed,395,9,43.888888888888886,7438,0.05310567356816349
1982,Little round green things,sheltered,257.25,7,36.75,5345.25,0.048126841588326086
1982,Mastocarpus stellatus (canopy),exposed,315,9,35,7438,0.04235009411132025
1982,Mastocarpus stellatus (canopy),sheltered,142,7,20.285714285714285,5345.25,0.026565642392778636
1982,Mastocarpus stellatus (crust),exposed,0,9,0,7438,0
1982,Mastocarpus stellatus (crust),sheltered,0,7,0,5345.25,0
1982,Mastocarpus stellatus (primary),exposed,0,9,0,7438,0
1982,Mastocarpus stellatus (primary),sheltered,0,7,0,5345.25,0
1982,Membranipora membranacea,exposed,0,9,0,7438,0
1982,Membranipora membranacea,sheltered,0,7,0,5345.25,0
1982,Metridium senile,exposed,0,9,0,7438,0
1982,Metridium senile,sheltered,0,7,0,5345.25,0
1982,Modiolus modiolus,exposed,23,9,2.5555555555555554,7438,0.003092229093842431
1982,Modiolus modiolus,sheltered,12,7,1.7142857142857142,5345.25,0.002244983864178476
1982,Monostroma,exposed,0,9,0,7438,0
1982,Monostroma,sheltered,0,7,0,5345.25,0
1982,Mytilus edulis,exposed,1133,9,125.88888888888889,7438,0.15232589405754235
1982,Mytilus edulis,sheltered,1.5,7,0.21428571428571427,5345.25,2.806229830223095e-4
1982,Nemalion helminthoides,exposed,0,9,0,7438,0
1982,Nemalion helminthoides,sheltered,0,7,0,5345.25,0
1982,Palmaria palmata,exposed,0,9,0,7438,0
1982,Palmaria palmata,sheltered,0,7,0,5345.25,0
1982,Palmellococcus,exposed,0,9,0,7438,0
1982,Palmellococcus,sheltered,0,7,0,5345.25,0
1982,Petalonia fascia,exposed,0,9,0,7438,0
1982,Petalonia fascia,sheltered,0,7,0,5345.25,0
1982,Phymatolithon lenormandii,exposed,213,9,23.666666666666668,7438,0.02863673030384512
1982,Phymatolithon lenormandii,sheltered,716,7,102.28571428571429,5345.25,0.1339507038959824
1982,Plumaria plumosa,exposed,0,9,0,7438,0
1982,Plumaria plumosa,sheltered,0,7,0,5345.25,0
1982,Polysiphonia (canopy),exposed,0,9,0,7438,0
1982,Polysiphonia (canopy),sheltered,0,7,0,5345.25,0
1982,Porphyra,exposed,0,9,0,7438,0
1982,Porphyra,sheltered,0,7,0,5345.25,0
1982,Prasiola stipitata,exposed,133,9,14.777777777777779,7438,0.017881150847001884
1982,Prasiola stipitata,sheltered,91.5,7,13.071428571428571,5345.25,0.01711800196436088
1982,Ptilota serrata,exposed,0,9,0,7438,0
1982,Ptilota serrata,sheltered,0,7,0,5345.25,0
1982,Pylaiella littoralis,exposed,0,9,0,7438,0
1982,Pylaiella littoralis,sheltered,0,7,0,5345.25,0
1982,Ralfsia,exposed,25,9,2.7777777777777777,7438,0.003361118580263512
1982,Ralfsia,sheltered,81,7,11.571428571428571,5345.25,0.015153641083204715
1982,Rhizoclonium tortuosum,exposed,0,9,0,7438,0
1982,Rhizoclonium tortuosum,sheltered,0,7,0,5345.25,0
1982,Saccharina latissima (canopy),exposed,0,9,0,7438,0
1982,Saccharina latissima (canopy),sheltered,50,7,7.142857142857143,5345.25,0.009354099434076984
1982,Saccharina latissima (primary),exposed,0,9,0,7438,0
1982,Saccharina latissima (primary),sheltered,0,7,0,5345.25,0
1982,Schizoporella unicornis,exposed,0,9,0,7438,0
1982,Schizoporella unicornis,sheltered,0,7,0,5345.25,0
1982,Scytosiphon lomentaria,exposed,0,9,0,7438,0
1982,Scytosiphon lomentaria,sheltered,0,7,0,5345.25,0
1982,Semibalanus balanoides,exposed,1286.9,9,142.9888888888889,7438,0.17301694003764453
1982,Semibalanus balanoides,sheltered,120,7,17.142857142857142,5345.25,0.02244983864178476
1982,Semibalanus balanoides (dead),exposed,0,9,0,7438,0
1982,Semibalanus balanoides (dead),sheltered,0,7,0,5345.25,0
1982,Shell hash,exposed,0,9,0,7438,0
1982,Shell hash,sheltered,0,7,0,5345.25,0
1982,Sphacelaria,exposed,0,9,0,7438,0
1982,Sphacelaria,sheltered,0,7,0,5345.25,0
1982,Spongomorpha aeruginosa,exposed,0,9,0,7438,0
1982,Spongomorpha aeruginosa,sheltered,0,7,0,5345.25,0
1982,Ulva intestinalis,exposed,0,9,0,7438,0
1982,Ulva intestinalis,sheltered,6,7,0.8571428571428571,5345.25,0.001122491932089238
1982,Ulva lactuca,exposed,22.5,9,2.5,7438,0.0030250067222371605
1982,Ulva lactuca,sheltered,7,7,1,5345.25,0.0013095739207707778
1982,Verrucaria,exposed,0,9,0,7438,0
1982,Verrucaria,sheltered,82,7,11.714285714285714,5345.25,0.015340723071886254
1982,Vertebrata lanosa,exposed,0,9,0,7438,0
1982,Vertebrata lanosa,sheltered,0,7,0,5345.25,0
1983,Acrosiphonia,exposed,0,10,0,8622.85,0
1983,Acrosiphonia,sheltered,0,7,0,6182.05,0
1983,Ahnfeltia plicata,exposed,0.5,10,0.05,8622.85,5.7985468841508315e-5
1983,Ahnfeltia plicata,sheltered,0,7,0,6182.05,0
1983,Alaria esculenta (canopy),exposed,38,10,3.8,8622.85,0.004406895631954632
1983,Alaria esculenta (canopy),sheltered,0,7,0,6182.05,0
1983,Alaria esculenta (primary),exposed,0,10,0,8622.85,0
1983,Alaria esculenta (primary),sheltered,0,7,0,6182.05,0
1983,Anomia simplex,exposed,0,10,0,8622.85,0
1983,Anomia simplex,sheltered,0,7,0,6182.05,0
1983,Antithamnion,exposed,0,10,0,8622.85,0
1983,Antithamnion,sheltered,0,7,0,6182.05,0
1983,Aplidium,exposed,0,10,0,8622.85,0
1983,Aplidium,sheltered,0,7,0,6182.05,0
1983,Arthopyrenia,exposed,0,10,0,8622.85,0
1983,Arthopyrenia,sheltered,0,7,0,6182.05,0
1983,Ascophyllum nodosum (canopy),exposed,167,10,16.7,8622.85,0.019367146593063777
1983,Ascophyllum nodosum (canopy),sheltered,318.1,7,45.44285714285714,6182.05,0.051455423362800366
1983,Ascophyllum nodosum (primary),exposed,0,10,0,8622.85,0
1983,Ascophyllum nodosum (primary),sheltered,0,7,0,6182.05,0
1983,Audouinella,exposed,0,10,0,8622.85,0
1983,Audouinella,sheltered,0,7,0,6182.05,0
1983,Bare rock,exposed,0,10,0,8622.85,0
1983,Bare rock,sheltered,0,7,0,6182.05,0
1983,Black zone,exposed,661,10,66.1,8622.85,0.076656789808474
1983,Black zone,sheltered,912,7,130.28571428571428,6182.05,0.14752387961922014
1983,Bonnemaisonia hamifera (Trailiella phase),exposed,0,10,0,8622.85,0
1983,Bonnemaisonia hamifera (Trailiella phase),sheltered,0,7,0,6182.05,0
1983,Botrylloides violaceus,exposed,0,10,0,8622.85,0
1983,Botrylloides violaceus,sheltered,0,7,0,6182.05,0
1983,Botryllus schlosseri,exposed,0,10,0,8622.85,0
1983,Botryllus schlosseri,sheltered,0,7,0,6182.05,0
1983,Brown ground,exposed,0,10,0,8622.85,0
1983,Brown ground,sheltered,0,7,0,6182.05,0
1983,Ceramium virgatum (canopy),exposed,119.5,10,11.95,8622.85,0.013858527053120488
1983,Ceramium virgatum (canopy),sheltered,0,7,0,6182.05,0
1983,Ceramium virgatum (primary),exposed,0,10,0,8622.85,0
1983,Ceramium virgatum (primary),sheltered,0,7,0,6182.05,0
1983,Chaetomorpha,exposed,0.5,10,0.05,8622.85,5.7985468841508315e-5
1983,Chaetomorpha,sheltered,0,7,0,6182.05,0
1983,Chondrus crispus (canopy),exposed,794.5,10,79.45,8622.85,0.09213890998915672
1983,Chondrus crispus (canopy),sheltered,1222,7,174.57142857142858,6182.05,0.19766905799856035
1983,Chondrus crispus (primary),exposed,0,10,0,8622.85,0
1983,Chondrus crispus (primary),sheltered,0,7,0,6182.05,0
1983,Chorda filum,exposed,0,10,0,8622.85,0
1983,Chorda filum,sheltered,0,7,0,6182.05,0
1983,Chordaria flagelliformis,exposed,0,10,0,8622.85,0
1983,Chordaria flagelliformis,sheltered,0,7,0,6182.05,0
1983,Cladophora,exposed,0,10,0,8622.85,0
1983,Cladophora,sheltered,11,7,1.5714285714285714,6182.05,0.0017793450392669097
1983,Clathromorphum circumscriptum,exposed,0,10,0,8622.85,0
1983,Clathromorphum circumscriptum,sheltered,0,7,0,6182.05,0
1983,Codium fragile (canopy),exposed,0,10,0,8622.85,0
1983,Codium fragile (canopy),sheltered,0,7,0,6182.05,0
1983,Codium fragile (primary),exposed,0,10,0,8622.85,0
1983,Codium fragile (primary),sheltered,0,7,0,6182.05,0
1983,Corallina officinalis,exposed,105,10,10.5,8622.85,0.012176948456716746
1983,Corallina officinalis,sheltered,35.5,7,5.071428571428571,6182.05,0.005742431717634118
1983,Coralline (crust),exposed,77,10,7.7,8622.85,0.00892976220159228
1983,Coralline (crust),sheltered,155,7,22.142857142857142,6182.05,0.02507258918967009
1983,Cryptosula pallasiana,exposed,144,10,14.4,8622.85,0.016699815026354394
1983,Cryptosula pallasiana,sheltered,364,7,52,6182.05,0.058880144935741376
1983,Cyanobacteria,exposed,814.5,10,81.45,8622.85,0.09445832874281705
1983,Cyanobacteria,sheltered,151,7,21.571428571428573,6182.05,0.02442555462993667
1983,Cystoclonium purpureum,exposed,0,10,0,8622.85,0
1983,Cystoclonium purpureum,sheltered,0,7,0,6182.05,0
1983,Devaleraea ramentacea,exposed,0,10,0,8622.85,0
1983,Devaleraea ramentacea,sheltered,0,7,0,6182.05,0
1983,Diadumene lineata,exposed,0,10,0,8622.85,0
1983,Diadumene lineata,sheltered,0,7,0,6182.05,0
1983,Diatom,exposed,0,10,0,8622.85,0
1983,Diatom,sheltered,0,7,0,6182.05,0
1983,Diplosoma,exposed,0,10,0,8622.85,0
1983,Diplosoma,sheltered,0,7,0,6182.05,0
1983,Dumontia concortum,exposed,0,10,0,8622.85,0
1983,Dumontia concortum,sheltered,0,7,0,6182.05,0
1983,Dynamena pumila,exposed,0,10,0,8622.85,0
1983,Dynamena pumila,sheltered,0,7,0,6182.05,0
1983,Ectocarpus,exposed,0,10,0,8622.85,0
1983,Ectocarpus,sheltered,0,7,0,6182.05,0
1983,Elachista fucicola,exposed,0,10,0,8622.85,0
1983,Elachista fucicola,sheltered,0,7,0,6182.05,0
1983,Electra pilosa,exposed,0,10,0,8622.85,0
1983,Electra pilosa,sheltered,0,7,0,6182.05,0
1983,Erythrotrichia carnea,exposed,0,10,0,8622.85,0
1983,Erythrotrichia carnea,sheltered,0,7,0,6182.05,0
1983,Euthora cristata,exposed,0,10,0,8622.85,0
1983,Euthora cristata,sheltered,0,7,0,6182.05,0
1983,Fucus (canopy),exposed,27.75,10,2.775,8622.85,0.0032181935207037113
1983,Fucus (canopy),sheltered,5,7,0.7142857142857143,6182.05,8.087931996667772e-4
1983,Fucus (primary),exposed,0,10,0,8622.85,0
1983,Fucus (primary),sheltered,0,7,0,6182.05,0
1983,Fucus distichus (canopy),exposed,75.5,10,7.55,8622.85,0.008755805795067755
1983,Fucus distichus (canopy),sheltered,23.5,7,3.357142857142857,6182.05,0.0038013280384338525
1983,Fucus spiralis (canopy),exposed,21.6,10,2.16,8622.85,0.0025049722539531596
1983,Fucus spiralis (canopy),sheltered,55,7,7.857142857142857,6182.05,0.008896725196334549
1983,Fucus vesiculosus (canopy),exposed,95,10,9.5,8622.85,0.01101723907988658
1983,Fucus vesiculosus (canopy),sheltered,67.45,7,9.635714285714286,6182.05,0.010910620263504825
1983,Giffordia granulosa,sheltered,5,7,0.7142857142857143,6182.05,8.087931996667772e-4
1983,Halichondria,exposed,0,10,0,8622.85,0
1983,Halichondria,sheltered,0,7,0,6182.05,0
1983,Hiatella arctica,exposed,0,10,0,8622.85,0
1983,Hiatella arctica,sheltered,0,7,0,6182.05,0
1983,Hildenbrandia rubra,exposed,1427,10,142.7,8622.85,0.16549052807366474
1983,Hildenbrandia rubra,sheltered,743.5,7,106.21428571428571,6182.05,0.12026754879044976
1983,Hippothoa hyalina,exposed,0,10,0,8622.85,0
1983,Hippothoa hyalina,sheltered,0,7,0,6182.05,0
1983,Leathesia marina,exposed,0,10,0,8622.85,0
1983,Leathesia marina,sheltered,0,7,0,6182.05,0
1983,Little round green things,exposed,261.5,10,26.15,8622.85,0.030326400204108848
1983,Little round green things,sheltered,205,7,29.285714285714285,6182.05,0.03316052118633787
1983,Mastocarpus stellatus (canopy),exposed,557.5,10,55.75,8622.85,0.06465379775828177
1983,Mastocarpus stellatus (canopy),sheltered,172.5,7,24.642857142857142,6182.05,0.027903365388503812
1983,Mastocarpus stellatus (crust),exposed,155.5,10,15.55,8622.85,0.018033480809709086
1983,Mastocarpus stellatus (crust),sheltered,196.5,7,28.071428571428573,6182.05,0.03178557274690434
1983,Mastocarpus stellatus (primary),exposed,0,10,0,8622.85,0
1983,Mastocarpus stellatus (primary),sheltered,0,7,0,6182.05,0
1983,Membranipora membranacea,exposed,0,10,0,8622.85,0
1983,Membranipora membranacea,sheltered,0,7,0,6182.05,0
1983,Metridium senile,exposed,0,10,0,8622.85,0
1983,Metridium senile,sheltered,0,7,0,6182.05,0
1983,Modiolus modiolus,exposed,10,10,1,8622.85,0.0011597093768301663
1983,Modiolus modiolus,sheltered,210.5,7,30.071428571428573,6182.05,0.03405019370597132
1983,Monostroma,exposed,0,10,0,8622.85,0
1983,Monostroma,sheltered,0,7,0,6182.05,0
1983,Mytilus edulis,exposed,981.5,10,98.15,8622.85,0.11382547533588082
1983,Mytilus edulis,sheltered,105,7,15,6182.05,0.01698465719300232
1983,Nemalion helminthoides,exposed,0,10,0,8622.85,0
1983,Nemalion helminthoides,sheltered,0,7,0,6182.05,0
1983,Palmaria palmata,exposed,0,10,0,8622.85,0
1983,Palmaria palmata,sheltered,2,7,0.2857142857142857,6182.05,3.2351727986671086e-4
1983,Palmellococcus,exposed,0,10,0,8622.85,0
1983,Palmellococcus,sheltered,0,7,0,6182.05,0
1983,Petalonia fascia,exposed,0,10,0,8622.85,0
1983,Petalonia fascia,sheltered,0,7,0,6182.05,0
1983,Phymatolithon lenormandii,exposed,327,10,32.7,8622.85,0.03792249662234644
1983,Phymatolithon lenormandii,sheltered,270,7,38.57142857142857,6182.05,0.04367483278200597
1983,Plumaria plumosa,exposed,0,10,0,8622.85,0
1983,Plumaria plumosa,sheltered,0.5,7,0.07142857142857142,6182.05,8.087931996667772e-5
1983,Polysiphonia (canopy),exposed,52,10,5.2,8622.85,0.006030488759516865
1983,Polysiphonia (canopy),sheltered,40,7,5.714285714285714,6182.05,0.006470345597334217
1983,Porphyra,exposed,1,10,0.1,8622.85,1.1597093768301663e-4
1983,Porphyra,sheltered,0,7,0,6182.05,0
1983,Prasiola stipitata,exposed,23,10,2.3,8622.85,0.0026673315667093823
1983,Prasiola stipitata,sheltered,35,7,5,6182.05,0.00566155239766744
1983,Ptilota serrata,exposed,0,10,0,8622.85,0
1983,Ptilota serrata,sheltered,0,7,0,6182.05,0
1983,Pylaiella littoralis,exposed,0,10,0,8622.85,0
1983,Pylaiella littoralis,sheltered,0,7,0,6182.05,0
1983,Ralfsia,exposed,0,10,0,8622.85,0
1983,Ralfsia,sheltered,74,7,10.571428571428571,6182.05,0.011970139355068302
1983,Rhizoclonium tortuosum,exposed,0,10,0,8622.85,0
1983,Rhizoclonium tortuosum,sheltered,0,7,0,6182.05,0
1983,Saccharina latissima (canopy),exposed,0,10,0,8622.85,0
1983,Saccharina latissima (canopy),sheltered,20,7,2.857142857142857,6182.05,0.0032351727986671087
1983,Saccharina latissima (primary),exposed,0,10,0,8622.85,0
1983,Saccharina latissima (primary),sheltered,0,7,0,6182.05,0
1983,Schizoporella unicornis,exposed,0,10,0,8622.85,0
1983,Schizoporella unicornis,sheltered,0,7,0,6182.05,0
1983,Scytosiphon lomentaria,exposed,0,10,0,8622.85,0
1983,Scytosiphon lomentaria,sheltered,0,7,0,6182.05,0
1983,Semibalanus balanoides,exposed,1553.5,10,155.35,8622.85,0.18016085169056634
1983,Semibalanus balanoides,sheltered,724.5,7,103.5,6182.05,0.11719413463171602
1983,Semibalanus balanoides (dead),exposed,0,10,0,8622.85,0
1983,Semibalanus balanoides (dead),sheltered,0,7,0,6182.05,0
1983,Shell hash,exposed,0,10,0,8622.85,0
1983,Shell hash,sheltered,0,7,0,6182.05,0
1983,Sphacelaria,exposed,0,10,0,8622.85,0
1983,Sphacelaria,sheltered,0,7,0,6182.05,0
1983,Sphacelaria cirrosa,sheltered,12,7,1.7142857142857142,6182.05,0.0019411036792002653
1983,Spongomorpha aeruginosa,exposed,0,10,0,8622.85,0
1983,Spongomorpha aeruginosa,sheltered,0,7,0,6182.05,0
1983,Ulva intestinalis,exposed,5.5,10,0.55,8622.85,6.378401572565915e-4
1983,Ulva intestinalis,sheltered,0,7,0,6182.05,0
1983,Ulva lactuca,exposed,26,10,2.6,8622.85,0.0030152443797584324
1983,Ulva lactuca,sheltered,1,7,0.14285714285714285,6182.05,1.6175863993335543e-4
1983,Verrucaria,exposed,100.5,10,10.05,8622.85,0.011655079237143172
1983,Verrucaria,sheltered,45.5,7,6.5,6182.05,0.007360018116967672
1983,Vertebrata lanosa,exposed,0,10,0,8622.85,0
1984,Acrosiphonia,exposed,0,8,0,10080,0
1984,Acrosiphonia,sheltered,0,5,0,6838.6,0
1984,Ahnfeltia plicata,exposed,0,8,0,10080,0
1984,Ahnfeltia plicata,sheltered,0,5,0,6838.6,0
1984,Alaria esculenta (canopy),exposed,50,8,6.25,10080,0.00496031746031746
1984,Alaria esculenta (canopy),sheltered,0,5,0,6838.6,0
1984,Alaria esculenta (primary),exposed,0,8,0,10080,0
1984,Alaria esculenta (primary),sheltered,0,5,0,6838.6,0
1984,Anomia simplex,exposed,0,8,0,10080,0
1984,Anomia simplex,sheltered,0.5,5,0.1,6838.6,7.311438013628521e-5
1984,Antithamnion,exposed,0,8,0,10080,0
1984,Antithamnion,sheltered,0,5,0,6838.6,0
1984,Aplidium,exposed,0,8,0,10080,0
1984,Aplidium,sheltered,0,5,0,6838.6,0
1984,Arthopyrenia,exposed,0,8,0,10080,0
1984,Arthopyrenia,sheltered,0,5,0,6838.6,0
1984,Ascophyllum nodosum (canopy),exposed,502,8,62.75,10080,0.0498015873015873
1984,Ascophyllum nodosum (canopy),sheltered,431.5,5,86.3,6838.6,0.06309771005761412
1984,Ascophyllum nodosum (primary),exposed,100,8,12.5,10080,0.00992063492063492
1984,Ascophyllum nodosum (primary),sheltered,60,5,12,6838.6,0.008773725616354224
1984,Audouinella,exposed,10,8,1.25,10080,9.92063492063492e-4
1984,Audouinella,sheltered,0,5,0,6838.6,0
1984,Bare rock,exposed,0,8,0,10080,0
1984,Bare rock,sheltered,909.5,5,181.9,6838.6,0.13299505746790277
1984,Black zone,exposed,1512,8,189,10080,0.15
1984,Black zone,sheltered,775,5,155,6838.6,0.11332728921124206
1984,Bonnemaisonia hamifera (Trailiella phase),exposed,0,8,0,10080,0
1984,Bonnemaisonia hamifera (Trailiella phase),sheltered,0,5,0,6838.6,0
1984,Botrylloides violaceus,exposed,0,8,0,10080,0
1984,Botrylloides violaceus,sheltered,0,5,0,6838.6,0
1984,Botryllus schlosseri,exposed,0,8,0,10080,0
1984,Botryllus schlosseri,sheltered,0,5,0,6838.6,0
1984,Brown ground,exposed,0,8,0,10080,0
1984,Brown ground,sheltered,0,5,0,6838.6,0
1984,Brown lichen,exposed,7,8,0.875,10080,6.944444444444445e-4
1984,Ceramium virgatum (canopy),exposed,145.5,8,18.1875,10080,0.01443452380952381
1984,Ceramium virgatum (canopy),sheltered,6,5,1.2,6838.6,8.773725616354224e-4
1984,Ceramium virgatum (primary),exposed,0,8,0,10080,0
1984,Ceramium virgatum (primary),sheltered,0,5,0,6838.6,0
1984,Chaetomorpha,exposed,0,8,0,10080,0
1984,Chaetomorpha,sheltered,0,5,0,6838.6,0
1984,Chondrus crispus (canopy),exposed,942,8,117.75,10080,0.09345238095238095
1984,Chondrus crispus (canopy),sheltered,1094.5,5,218.9,6838.6,0.1600473781183283
1984,Chondrus crispus (primary),exposed,55,8,6.875,10080,0.005456349206349206
1984,Chondrus crispus (primary),sheltered,70,5,14,6838.6,0.010236013219079928
1984,Chorda filum,exposed,0,8,0,10080,0
1984,Chorda filum,sheltered,0,5,0,6838.6,0
1984,Chordaria flagelliformis,exposed,0,8,0,10080,0
1984,Chordaria flagelliformis,sheltered,0,5,0,6838.6,0
1984,Cladophora,exposed,0,8,0,10080,0
1984,Cladophora,sheltered,0,5,0,6838.6,0
