Year,Organism,Position,Abund,n_transect,Avg_abund_per_transect,Total_abund,Rel_abund_by_side
1982,Cyanobacteria,sheltered,50,7,7.142857142857143,4680.083333333333,0.010683570449244138
1982,Cystoclonium purpureum,exposed,0,9,0,6214.45,0
1982,Cystoclonium purpureum,sheltered,0,7,0,4680.083333333333,0
1982,Devaleraea ramentacea,exposed,0,9,0,6214.45,0
1982,Devaleraea ramentacea,sheltered,0,7,0,4680.083333333333,0
1982,Diadumene lineata,exposed,0,9,0,6214.45,0
1982,Diadumene lineata,sheltered,0,7,0,4680.083333333333,0
1982,Diatom,exposed,0,9,0,6214.45,0
1982,Diatom,sheltered,0,7,0,4680.083333333333,0
1982,Diplosoma,exposed,0,9,0,6214.45,0
1982,Diplosoma,sheltered,0,7,0,4680.083333333333,0
1982,Dumontia concortum,exposed,0,9,0,6214.45,0
1982,Dumontia concortum,sheltered,0,7,0,4680.083333333333,0
1982,Dynamena pumila,exposed,0,9,0,6214.45,0
1982,Dynamena pumila,sheltered,0,7,0,4680.083333333333,0
1982,Ectocarpus,exposed,0,9,0,6214.45,0
1982,Ectocarpus,sheltered,15,7,2.142857142857143,4680.083333333333,0.0032050711347732415
1982,Elachista fucicola,exposed,0,9,0,6214.45,0
1982,Elachista fucicola,sheltered,0,7,0,4680.083333333333,0
1982,Electra pilosa,exposed,0,9,0,6214.45,0
1982,Electra pilosa,sheltered,0,7,0,4680.083333333333,0
1982,Erythrotrichia carnea,exposed,0,9,0,6214.45,0
1982,Erythrotrichia carnea,sheltered,0,7,0,4680.083333333333,0
1982,Euthora cristata,exposed,0,9,0,6214.45,0
1982,Euthora cristata,sheltered,0,7,0,4680.083333333333,0
1982,Fucus,exposed,57.5,9,6.388888888888889,6214.45,0.009252628953487437
1982,Fucus,sheltered,7.5,7,1.0714285714285714,4680.083333333333,0.0016025355673866207
1982,Fucus distichus,exposed,40,9,4.444444444444445,6214.45,0.006436611445904304
1982,Fucus distichus,sheltered,50,7,7.142857142857143,4680.083333333333,0.010683570449244138
1982,Fucus spiralis,exposed,140,9,15.555555555555555,6214.45,0.022528140060665062
1982,Fucus spiralis,sheltered,0,7,0,4680.083333333333,0
1982,Fucus vesiculosus,exposed,225,9,25,6214.45,0.03620593938321171
1982,Fucus vesiculosus,sheltered,27,7,3.857142857142857,4680.083333333333,0.005769128042591835
1982,Halichondria,exposed,0,9,0,6214.45,0
1982,Halichondria,sheltered,0,7,0,4680.083333333333,0
1982,Hiatella arctica,exposed,0,9,0,6214.45,0
1982,Hiatella arctica,sheltered,0,7,0,4680.083333333333,0
1982,Hildenbrandia rubra,exposed,684.4,9,76.04444444444444,6214.45,0.11013042183942263
1982,Hildenbrandia rubra,sheltered,1023.5,7,146.21428571428572,4680.083333333333,0.21869268709602752
1982,Hippothoa hyalina,exposed,0,9,0,6214.45,0
1982,Hippothoa hyalina,sheltered,0,7,0,4680.083333333333,0
1982,Leathesia marina,exposed,0,9,0,6214.45,0
1982,Leathesia marina,sheltered,0,7,0,4680.083333333333,0
1982,Little round green things,exposed,395,9,43.888888888888886,6214.45,0.063561538028305
1982,Little round green things,sheltered,257.25,7,36.75,4680.083333333333,0.05496696996136109
1982,Mastocarpus stellatus,exposed,157.5,9,17.5,6214.45,0.025344157568248198
1982,Mastocarpus stellatus,sheltered,47.33333333333333,7,6.761904761904761,4680.083333333333,0.01011378002528445
1982,Membranipora membranacea,exposed,0,9,0,6214.45,0
1982,Membranipora membranacea,sheltered,0,7,0,4680.083333333333,0
1982,Metridium senile,exposed,0,9,0,6214.45,0
1982,Metridium senile,sheltered,0,7,0,4680.083333333333,0
1982,Modiolus modiolus,exposed,23,9,2.5555555555555554,6214.45,0.0037010515813949746
1982,Modiolus modiolus,sheltered,12,7,1.7142857142857142,4680.083333333333,0.002564056907818593
1982,Monostroma,exposed,0,9,0,6214.45,0
1982,Monostroma,sheltered,0,7,0,4680.083333333333,0
1982,Mytilus edulis,exposed,1133,9,125.88888888888889,6214.45,0.1823170192052394
1982,Mytilus edulis,sheltered,1.5,7,0.21428571428571427,4680.083333333333,3.2050711347732415e-4
1982,Nemalion helminthoides,exposed,0,9,0,6214.45,0
1982,Nemalion helminthoides,sheltered,0,7,0,4680.083333333333,0
1982,Palmaria palmata,exposed,0,9,0,6214.45,0
1982,Palmaria palmata,sheltered,0,7,0,4680.083333333333,0
1982,Palmellococcus,exposed,0,9,0,6214.45,0
1982,Palmellococcus,sheltered,0,7,0,4680.083333333333,0
1982,Petalonia fascia,exposed,0,9,0,6214.45,0
1982,Petalonia fascia,sheltered,0,7,0,4680.083333333333,0
1982,Phymatolithon lenormandii,exposed,213,9,23.666666666666668,6214.45,0.03427495594944042
1982,Phymatolithon lenormandii,sheltered,716,7,102.28571428571429,4680.083333333333,0.15298872883317605
1982,Plumaria plumosa,exposed,0,9,0,6214.45,0
1982,Plumaria plumosa,sheltered,0,7,0,4680.083333333333,0
1982,Polysiphonia,exposed,0,9,0,6214.45,0
1982,Polysiphonia,sheltered,0,7,0,4680.083333333333,0
1982,Porphyra,exposed,0,9,0,6214.45,0
1982,Porphyra,sheltered,0,7,0,4680.083333333333,0
1982,Prasiola stipitata,exposed,133,9,14.777777777777779,6214.45,0.02140173305763181
1982,Prasiola stipitata,sheltered,91.5,7,13.071428571428571,4680.083333333333,0.01955093392211677
1982,Ptilota serrata,exposed,0,9,0,6214.45,0
1982,Ptilota serrata,sheltered,0,7,0,4680.083333333333,0
1982,Pylaiella littoralis,exposed,0,9,0,6214.45,0
1982,Pylaiella littoralis,sheltered,0,7,0,4680.083333333333,0
1982,Ralfsia,exposed,25,9,2.7777777777777777,6214.45,0.00402288215369019
1982,Ralfsia,sheltered,81,7,11.571428571428571,4680.083333333333,0.017307384127775504
1982,Rhizoclonium tortuosum,exposed,0,9,0,6214.45,0
1982,Rhizoclonium tortuosum,sheltered,0,7,0,4680.083333333333,0
1982,Saccharina latissima,exposed,0,9,0,6214.45,0
1982,Saccharina latissima,sheltered,25,7,3.5714285714285716,4680.083333333333,0.005341785224622069
1982,Schizoporella unicornis,exposed,0,9,0,6214.45,0
1982,Schizoporella unicornis,sheltered,0,7,0,4680.083333333333,0
1982,Scytosiphon lomentaria,exposed,0,9,0,6214.45,0
1982,Scytosiphon lomentaria,sheltered,0,7,0,4680.083333333333,0
1982,Semibalanus balanoides,exposed,870.4,9,96.71111111111111,6214.45,0.14006066506287765
1982,Semibalanus balanoides,sheltered,80,7,11.428571428571429,4680.083333333333,0.01709371271879062
1982,Shell hash,exposed,0,9,0,6214.45,0
1982,Shell hash,sheltered,0,7,0,4680.083333333333,0
1982,Sphacelaria,exposed,0,9,0,6214.45,0
1982,Sphacelaria,sheltered,0,7,0,4680.083333333333,0
1982,Spongomorpha aeruginosa,exposed,0,9,0,6214.45,0
1982,Spongomorpha aeruginosa,sheltered,0,7,0,4680.083333333333,0
1982,Ulva intestinalis,exposed,0,9,0,6214.45,0
1982,Ulva intestinalis,sheltered,6,7,0.8571428571428571,4680.083333333333,0.0012820284539092966
1982,Ulva lactuca,exposed,22.5,9,2.5,6214.45,0.003620593938321171
1982,Ulva lactuca,sheltered,7,7,1,4680.083333333333,0.0014956998628941794
1982,Verrucaria,exposed,0,9,0,6214.45,0
1982,Verrucaria,sheltered,82,7,11.714285714285714,4680.083333333333,0.017521055536760387
1982,Vertebrata lanosa,exposed,0,9,0,6214.45,0
1982,Vertebrata lanosa,sheltered,0,7,0,4680.083333333333,0
1983,Acrosiphonia,exposed,0,10,0,7215.558333333333,0
1983,Acrosiphonia,sheltered,0,7,0,4915.416666666667,0
1983,Ahnfeltia plicata,exposed,0.5,10,0.05,7215.558333333333,6.929470692381162e-5
1983,Ahnfeltia plicata,sheltered,0,7,0,4915.416666666667,0
1983,Alaria esculenta,exposed,19,10,1.9,7215.558333333333,0.0026331988631048417
1983,Alaria esculenta,sheltered,0,7,0,4915.416666666667,0
1983,Anomia simplex,exposed,0,10,0,7215.558333333333,0
1983,Anomia simplex,sheltered,0,7,0,4915.416666666667,0
1983,Antithamnion,exposed,0,10,0,7215.558333333333,0
1983,Antithamnion,sheltered,0,7,0,4915.416666666667,0
1983,Aplidium,exposed,0,10,0,7215.558333333333,0
1983,Aplidium,sheltered,0,7,0,4915.416666666667,0
1983,Arthopyrenia,exposed,0,10,0,7215.558333333333,0
1983,Arthopyrenia,sheltered,0,7,0,4915.416666666667,0
1983,Ascophyllum nodosum,exposed,83.5,10,8.35,7215.558333333333,0.01157221605627654
1983,Ascophyllum nodosum,sheltered,159.05,7,22.72142857142857,4915.416666666667,0.03235737899465966
1983,Audouinella,exposed,0,10,0,7215.558333333333,0
1983,Audouinella,sheltered,0,7,0,4915.416666666667,0
1983,Bare rock,exposed,0,10,0,7215.558333333333,0
1983,Bare rock,sheltered,0,7,0,4915.416666666667,0
1983,Black zone,exposed,661,10,66.1,7215.558333333333,0.09160760255327896
1983,Black zone,sheltered,912,7,130.28571428571428,4915.416666666667,0.18553869627871492
1983,Bonnemaisonia hamifera,exposed,0,10,0,7215.558333333333,0
1983,Bonnemaisonia hamifera,sheltered,0,7,0,4915.416666666667,0
1983,Botrylloides violaceus,exposed,0,10,0,7215.558333333333,0
1983,Botrylloides violaceus,sheltered,0,7,0,4915.416666666667,0
1983,Botryllus schlosseri,exposed,0,10,0,7215.558333333333,0
1983,Botryllus schlosseri,sheltered,0,7,0,4915.416666666667,0
1983,Brown ground,exposed,0,10,0,7215.558333333333,0
1983,Brown ground,sheltered,0,7,0,4915.416666666667,0
1983,Ceramium virgatum,exposed,66.75,10,6.675,7215.558333333333,0.009250843374328853
1983,Ceramium virgatum,sheltered,0,7,0,4915.416666666667,0
1983,Chaetomorpha,exposed,0.5,10,0.05,7215.558333333333,6.929470692381162e-5
1983,Chaetomorpha,sheltered,0,7,0,4915.416666666667,0
1983,Chondrus crispus,exposed,397.25,10,39.725,7215.558333333333,0.055054644650968335
1983,Chondrus crispus,sheltered,611,7,87.28571428571429,4915.416666666667,0.12430278884462151
1983,Chorda filum,exposed,0,10,0,7215.558333333333,0
1983,Chorda filum,sheltered,0,7,0,4915.416666666667,0
1983,Chordaria flagelliformis,exposed,0,10,0,7215.558333333333,0
1983,Chordaria flagelliformis,sheltered,0,7,0,4915.416666666667,0
1983,Cladophora,exposed,0,10,0,7215.558333333333,0
1983,Cladophora,sheltered,11,7,1.5714285714285714,4915.416666666667,0.0022378570823090617
1983,Clathromorphum circumscriptum,exposed,0,10,0,7215.558333333333,0
1983,Clathromorphum circumscriptum,sheltered,0,7,0,4915.416666666667,0
1983,Codium fragile,exposed,0,10,0,7215.558333333333,0
1983,Codium fragile,sheltered,0,7,0,4915.416666666667,0
1983,Corallina officinalis,exposed,105,10,10.5,7215.558333333333,0.01455188845400044
1983,Corallina officinalis,sheltered,35.5,7,5.071428571428571,4915.416666666667,0.007222175129270153
1983,Coralline,exposed,77,10,7.7,7215.558333333333,0.01067138486626699
1983,Coralline,sheltered,155,7,22.142857142857142,4915.416666666667,0.03153344070526405
1983,Cryptosula pallasiana,exposed,144,10,14.4,7215.558333333333,0.019956875594057746
1983,Cryptosula pallasiana,sheltered,364,7,52,4915.416666666667,0.07405272526913621
1983,Cyanobacteria,exposed,814.5,10,81.45,7215.558333333333,0.11288107757888914
1983,Cyanobacteria,sheltered,151,7,21.571428571428573,4915.416666666667,0.030719674493515297
1983,Cystoclonium purpureum,exposed,0,10,0,7215.558333333333,0
1983,Cystoclonium purpureum,sheltered,0,7,0,4915.416666666667,0
1983,Devaleraea ramentacea,exposed,0,10,0,7215.558333333333,0
1983,Devaleraea ramentacea,sheltered,0,7,0,4915.416666666667,0
1983,Diadumene lineata,exposed,0,10,0,7215.558333333333,0
1983,Diadumene lineata,sheltered,0,7,0,4915.416666666667,0
1983,Diatom,exposed,0,10,0,7215.558333333333,0
1983,Diatom,sheltered,0,7,0,4915.416666666667,0
1983,Diplosoma,exposed,0,10,0,7215.558333333333,0
1983,Diplosoma,sheltered,0,7,0,4915.416666666667,0
1983,Dumontia concortum,exposed,0,10,0,7215.558333333333,0
1983,Dumontia concortum,sheltered,0,7,0,4915.416666666667,0
1983,Dynamena pumila,exposed,0,10,0,7215.558333333333,0
1983,Dynamena pumila,sheltered,0,7,0,4915.416666666667,0
1983,Ectocarpus,exposed,0,10,0,7215.558333333333,0
1983,Ectocarpus,sheltered,0,7,0,4915.416666666667,0
1983,Elachista fucicola,exposed,0,10,0,7215.558333333333,0
1983,Elachista fucicola,sheltered,0,7,0,4915.416666666667,0
1983,Electra pilosa,exposed,0,10,0,7215.558333333333,0
1983,Electra pilosa,sheltered,0,7,0,4915.416666666667,0
1983,Erythrotrichia carnea,exposed,0,10,0,7215.558333333333,0
1983,Erythrotrichia carnea,sheltered,0,7,0,4915.416666666667,0
1983,Euthora cristata,exposed,0,10,0,7215.558333333333,0
1983,Euthora cristata,sheltered,0,7,0,4915.416666666667,0
1983,Fucus,exposed,13.875,10,1.3875,7215.558333333333,0.0019229281171357726
1983,Fucus,sheltered,2.5,7,0.35714285714285715,4915.416666666667,5.086038823429685e-4
1983,Fucus distichus,exposed,75.5,10,7.55,7215.558333333333,0.010463500745495555
1983,Fucus distichus,sheltered,23.5,7,3.357142857142857,4915.416666666667,0.004780876494023904
1983,Fucus spiralis,exposed,21.6,10,2.16,7215.558333333333,0.0029935313391086624
1983,Fucus spiralis,sheltered,55,7,7.857142857142857,4915.416666666667,0.011189285411545307
1983,Fucus vesiculosus,exposed,95,10,9.5,7215.558333333333,0.013165994315524208
1983,Fucus vesiculosus,sheltered,67.45,7,9.635714285714286,4915.416666666667,0.013722132745613291
1983,Giffordia granulosa,sheltered,5,7,0.7142857142857143,4915.416666666667,0.001017207764685937
1983,Halichondria,exposed,0,10,0,7215.558333333333,0
1983,Halichondria,sheltered,0,7,0,4915.416666666667,0
1983,Hiatella arctica,exposed,0,10,0,7215.558333333333,0
1983,Hiatella arctica,sheltered,0,7,0,4915.416666666667,0
1983,Hildenbrandia rubra,exposed,1427,10,142.7,7215.558333333333,0.19776709356055838
1983,Hildenbrandia rubra,sheltered,743.5,7,106.21428571428571,4915.416666666667,0.15125879460879885
1983,Hippothoa hyalina,exposed,0,10,0,7215.558333333333,0
1983,Hippothoa hyalina,sheltered,0,7,0,4915.416666666667,0
1983,Leathesia marina,exposed,0,10,0,7215.558333333333,0
1983,Leathesia marina,sheltered,0,7,0,4915.416666666667,0
1983,Little round green things,exposed,261.5,10,26.15,7215.558333333333,0.03624113172115348
1983,Little round green things,sheltered,205,7,29.285714285714285,4915.416666666667,0.04170551835212342
1983,Mastocarpus stellatus,exposed,300.0833333333333,10,30.008333333333333,7215.558333333333,0.041588373272107605
1983,Mastocarpus stellatus,sheltered,124.16666666666667,7,17.738095238095237,4915.416666666667,0.02526065948970077
1983,Membranipora membranacea,exposed,0,10,0,7215.558333333333,0
1983,Membranipora membranacea,sheltered,0,7,0,4915.416666666667,0
1983,Metridium senile,exposed,0,10,0,7215.558333333333,0
1983,Metridium senile,sheltered,0,7,0,4915.416666666667,0
1983,Modiolus modiolus,exposed,10,10,1,7215.558333333333,0.0013858941384762326
1983,Modiolus modiolus,sheltered,210.5,7,30.071428571428573,4915.416666666667,0.04282444689327795
1983,Monostroma,exposed,0,10,0,7215.558333333333,0
1983,Monostroma,sheltered,0,7,0,4915.416666666667,0
1983,Mytilus edulis,exposed,981.5,10,98.15,7215.558333333333,0.13602550969144223
1983,Mytilus edulis,sheltered,105,7,15,4915.416666666667,0.021361363058404678
1983,Nemalion helminthoides,exposed,0,10,0,7215.558333333333,0
1983,Nemalion helminthoides,sheltered,0,7,0,4915.416666666667,0
1983,Palmaria palmata,exposed,0,10,0,7215.558333333333,0
1983,Palmaria palmata,sheltered,2,7,0.2857142857142857,4915.416666666667,4.0688310587437483e-4
1983,Palmellococcus,exposed,0,10,0,7215.558333333333,0
1983,Palmellococcus,sheltered,0,7,0,4915.416666666667,0
1983,Petalonia fascia,exposed,0,10,0,7215.558333333333,0
1983,Petalonia fascia,sheltered,0,7,0,4915.416666666667,0
1983,Phymatolithon lenormandii,exposed,327,10,32.7,7215.558333333333,0.0453187383281728
1983,Phymatolithon lenormandii,sheltered,270,7,38.57142857142857,4915.416666666667,0.0549292192930406
1983,Plumaria plumosa,exposed,0,10,0,7215.558333333333,0
1983,Plumaria plumosa,sheltered,0.5,7,0.07142857142857142,4915.416666666667,1.0172077646859371e-4
1983,Polysiphonia,exposed,52,10,5.2,7215.558333333333,0.007206649520076409
1983,Polysiphonia,sheltered,40,7,5.714285714285714,4915.416666666667,0.008137662117487496
1983,Porphyra,exposed,1,10,0.1,7215.558333333333,1.3858941384762324e-4
1983,Porphyra,sheltered,0,7,0,4915.416666666667,0
1983,Prasiola stipitata,exposed,23,10,2.3,7215.558333333333,0.0031875565184953346
1983,Prasiola stipitata,sheltered,35,7,5,4915.416666666667,0.00712045435280156
1983,Ptilota serrata,exposed,0,10,0,7215.558333333333,0
1983,Ptilota serrata,sheltered,0,7,0,4915.416666666667,0
1983,Pylaiella littoralis,exposed,0,10,0,7215.558333333333,0
1983,Pylaiella littoralis,sheltered,0,7,0,4915.416666666667,0
1983,Ralfsia,exposed,0,10,0,7215.558333333333,0
1983,Ralfsia,sheltered,74,7,10.571428571428571,4915.416666666667,0.015054674917351869
1983,Rhizoclonium tortuosum,exposed,0,10,0,7215.558333333333,0
1983,Rhizoclonium tortuosum,sheltered,0,7,0,4915.416666666667,0
1983,Saccharina latissima,exposed,0,10,0,7215.558333333333,0
1983,Saccharina latissima,sheltered,10,7,1.4285714285714286,4915.416666666667,0.002034415529371874
1983,Schizoporella unicornis,exposed,0,10,0,7215.558333333333,0
1983,Schizoporella unicornis,sheltered,0,7,0,4915.416666666667,0
1983,Scytosiphon lomentaria,exposed,0,10,0,7215.558333333333,0
1983,Scytosiphon lomentaria,sheltered,0,7,0,4915.416666666667,0
1983,Semibalanus balanoides,exposed,1125.5,10,112.55,7215.558333333333,0.15598238528549996
1983,Semibalanus balanoides,sheltered,485.25,7,69.32142857142857,4915.416666666667,0.09872001356277019
1983,Shell hash,exposed,0,10,0,7215.558333333333,0
1983,Shell hash,sheltered,0,7,0,4915.416666666667,0
1983,Sphacelaria,exposed,0,10,0,7215.558333333333,0
1983,Sphacelaria,sheltered,0,7,0,4915.416666666667,0
1983,Sphacelaria cirrosa,sheltered,12,7,1.7142857142857142,4915.416666666667,0.002441298635246249
1983,Spongomorpha aeruginosa,exposed,0,10,0,7215.558333333333,0
1983,Spongomorpha aeruginosa,sheltered,0,7,0,4915.416666666667,0
1983,Ulva intestinalis,exposed,5.5,10,0.55,7215.558333333333,7.622417761619279e-4
1983,Ulva intestinalis,sheltered,0,7,0,4915.416666666667,0
1983,Ulva lactuca,exposed,26,10,2.6,7215.558333333333,0.0036033247600382044
1983,Ulva lactuca,sheltered,1,7,0.14285714285714285,4915.416666666667,2.0344155293718742e-4
1983,Verrucaria,exposed,100.5,10,10.05,7215.558333333333,0.013928236091686136
1983,Verrucaria,sheltered,45.5,7,6.5,4915.416666666667,0.009256590658642027
1983,Vertebrata lanosa,exposed,0,10,0,7215.558333333333,0
1984,Acrosiphonia,exposed,0,8,0,7893.583333333333,0
1984,Acrosiphonia,sheltered,0,5,0,5343.766666666666,0
1984,Ahnfeltia plicata,exposed,0,8,0,7893.583333333333,0
1984,Ahnfeltia plicata,sheltered,0,5,0,5343.766666666666,0
1984,Alaria esculenta,exposed,25,8,3.125,7893.583333333333,0.0031671294194651777
1984,Alaria esculenta,sheltered,0,5,0,5343.766666666666,0
1984,Anomia simplex,exposed,0,8,0,7893.583333333333,0
1984,Anomia simplex,sheltered,0.5,5,0.1,5343.766666666666,9.356695963521362e-5
1984,Antithamnion,exposed,0,8,0,7893.583333333333,0
1984,Antithamnion,sheltered,0,5,0,5343.766666666666,0
1984,Aplidium,exposed,0,8,0,7893.583333333333,0
1984,Aplidium,sheltered,0,5,0,5343.766666666666,0
1984,Arthopyrenia,exposed,0,8,0,7893.583333333333,0
1984,Arthopyrenia,sheltered,0,5,0,5343.766666666666,0
1984,Ascophyllum nodosum,exposed,301,8,37.625,7893.583333333333,0.038132238210360735
1984,Ascophyllum nodosum,sheltered,245.75,5,49.15,5343.766666666666,0.045988160660707496
1984,Audouinella,exposed,10,8,1.25,7893.583333333333,0.001266851767786071
1984,Audouinella,sheltered,0,5,0,5343.766666666666,0
1984,Bare rock,exposed,0,8,0,7893.583333333333,0
1984,Bare rock,sheltered,909.5,5,181.9,5343.766666666666,0.17019829957645358
1984,Black zone,exposed,1512,8,189,7893.583333333333,0.19154798728925393
1984,Black zone,sheltered,775,5,155,5343.766666666666,0.1450287874345811
1984,Bonnemaisonia hamifera,exposed,0,8,0,7893.583333333333,0
1984,Bonnemaisonia hamifera,sheltered,0,5,0,5343.766666666666,0
1984,Botrylloides violaceus,exposed,0,8,0,7893.583333333333,0
1984,Botrylloides violaceus,sheltered,0,5,0,5343.766666666666,0
1984,Botryllus schlosseri,exposed,0,8,0,7893.583333333333,0
1984,Botryllus schlosseri,sheltered,0,5,0,5343.766666666666,0
1984,Brown ground,exposed,0,8,0,7893.583333333333,0
1984,Brown ground,sheltered,0,5,0,5343.766666666666,0
1984,Brown lichen,exposed,7,8,0.875,7893.583333333333,8.867962374502497e-4
1984,Ceramium virgatum,exposed,74.5,8,9.3125,7893.583333333333,0.009438045670006228
1984,Ceramium virgatum,sheltered,3,5,0.6,5343.766666666666,5.614017578112817e-4
1984,Chaetomorpha,exposed,0,8,0,7893.583333333333,0
1984,Chaetomorpha,sheltered,0,5,0,5343.766666666666,0
1984,Chondrus crispus,exposed,498.5,8,62.3125,7893.583333333333,0.06315256062413564
1984,Chondrus crispus,sheltered,674.75,5,134.95,5343.766666666666,0.12626861202772077
1984,Chorda filum,exposed,0,8,0,7893.583333333333,0
1984,Chorda filum,sheltered,0,5,0,5343.766666666666,0
1984,Chordaria flagelliformis,exposed,0,8,0,7893.583333333333,0
1984,Chordaria flagelliformis,sheltered,0,5,0,5343.766666666666,0
1984,Cladophora,exposed,0,8,0,7893.583333333333,0
1984,Cladophora,sheltered,0,5,0,5343.766666666666,0
1984,Clathromorphum circumscriptum,exposed,0,8,0,7893.583333333333,0
1984,Clathromorphum circumscriptum,sheltered,0,5,0,5343.766666666666,0
1984,Codium fragile,exposed,0,8,0,7893.583333333333,0
1984,Codium fragile,sheltered,0,5,0,5343.766666666666,0
1984,Corallina officinalis,exposed,24.5,8,3.0625,7893.583333333333,0.003103786831075874
1984,Corallina officinalis,sheltered,94.5,5,18.9,5343.766666666666,0.017684155371055374
1984,Coralline,exposed,0,8,0,7893.583333333333,0
1984,Coralline,sheltered,10,5,2,5343.766666666666,0.0018713391927042723
1984,Cryptosula pallasiana,exposed,3,8,0.375,7893.583333333333,3.800555303358213e-4
1984,Cryptosula pallasiana,sheltered,12.5,5,2.5,5343.766666666666,0.0023391739908803404
1984,Cyanobacteria,exposed,526,8,65.75,7893.583333333333,0.06663640298554734
1984,Cyanobacteria,sheltered,157,5,31.4,5343.766666666666,0.029380025325457075
1984,Cystoclonium purpureum,exposed,0,8,0,7893.583333333333,0
1984,Cystoclonium purpureum,sheltered,0,5,0,5343.766666666666,0
1984,Devaleraea ramentacea,exposed,0,8,0,7893.583333333333,0
1984,Devaleraea ramentacea,sheltered,0,5,0,5343.766666666666,0
1984,Diadumene lineata,exposed,0,8,0,7893.583333333333,0
1984,Diadumene lineata,sheltered,0,5,0,5343.766666666666,0
1984,Diatom,exposed,0,8,0,7893.583333333333,0
1984,Diatom,sheltered,0,5,0,5343.766666666666,0
1984,Diplosoma,exposed,0,8,0,7893.583333333333,0
1984,Diplosoma,sheltered,0,5,0,5343.766666666666,0
1984,Dumontia concortum,exposed,0,8,0,7893.583333333333,0
1984,Dumontia concortum,sheltered,0,5,0,5343.766666666666,0
1984,Dynamena pumila,exposed,0,8,0,7893.583333333333,0
